ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.0,0.0,0.0
ODOM, 0.000891309818571,-0.00118313959751,-0.00314650993036
ODOM, 0.00319479208939,-0.00897328602874,0.0251119035257
ODOM, -0.0025285426245,-0.0219590402229,0.188852232169
ODOM, -0.0034068082905,-0.0450958866581,0.321061161968
ODOM, 0.000996786092515,-0.0577849897849,0.516917680767
ODOM, 0.0116979940326,-0.0651730338016,0.709399699941
ODOM, 0.0163219554015,-0.0712843729417,0.763310190167
ODOM, 0.0220630021279,-0.0823668299006,0.80876715701
ODOM, 0.0267370432417,-0.0932519053328,0.836220931481
ODOM, 0.0310059939329,-0.101755808792,0.854752592007
ODOM, 0.0368378745024,-0.111197454961,0.87481626163
ODOM, 0.039195367622,-0.114507692848,0.884734802839
ODOM, 0.0436283566574,-0.118762088316,0.906056870848
ODOM, 0.0457416432324,-0.120858737449,0.917540790788
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.048939993965,-0.122852990961,0.9317753784
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.0552892311186,-0.124127828889,0.948777399814
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.0598719833712,-0.123673711499,0.957655505291
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.071757481237,-0.120217045112,0.970146944668
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.0787190444432,-0.116818732961,0.97662202395
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.0904087883209,-0.108736149588,0.980702136153
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.108599765214,-0.0915266135604,0.989749657477
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.117367097474,-0.0776654721834,0.995152565061
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.131199122395,-0.0437907230071,1.00008491567
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.137521787452,-0.0208927590551,1.00017856685
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.144972206361,0.0196083000708,1.00020766306
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
ODOM, 0.153759837475,0.0858474492422,1.00321504524
WAYPOINT, 0.0276131921773,0.878638393981,0.891524574193
