Objects
100
,,Global Angle vicon_mount_husky:vicon_mount_husky,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
125,0,0.0345758,-0.0433121,0.245158,-102.656,-173.462,120.457
126,0,0.0345565,-0.0430726,0.245065,-102.665,-173.464,120.472
127,0,0.0346606,-0.0425587,0.244953,-102.683,-173.455,120.506
128,0,0.0339755,-0.044187,0.244579,-102.731,-173.347,120.323
129,0,0.0333661,-0.0433406,0.244397,-102.765,-173.339,120.376
130,0,0.0328409,-0.0425643,0.239844,-102.444,-172.997,120.48
131,0,0.032518,-0.0428767,0.241278,-102.405,-173.11,120.487
132,0,0.0323417,-0.0427202,0.241277,-102.413,-173.112,120.494
133,0,0.0295534,-0.0447718,0.244253,-102.663,-173.369,120.237
134,0,0.0294327,-0.0443065,0.244273,-102.67,-173.373,120.243
135,0,0.029297,-0.0441082,0.244305,-102.675,-173.368,120.247
136,0,0.0296512,-0.0395082,0.245329,-102.656,-173.293,120.28
137,0,0.0294349,-0.0369146,0.245122,-102.548,-173.267,120.527
138,0,0.0292388,-0.0371691,0.245009,-102.567,-173.275,120.559
139,0,0.0290978,-0.0374507,0.244904,-102.584,-173.287,120.588
140,0,0.0288922,-0.0378919,0.244762,-102.595,-173.296,120.587
141,0,0.0287473,-0.0378939,0.244645,-102.603,-173.307,120.589
142,0,0.0284486,-0.0378574,0.244581,-102.607,-173.326,120.6
143,0,0.0284143,-0.0397738,0.244323,-102.582,-173.218,120.441
144,0,0.0278829,-0.0393809,0.244353,-102.585,-173.239,120.485
145,0,0.0276669,-0.0390448,0.244384,-102.59,-173.249,120.532
146,0,0.0274857,-0.0385999,0.244392,-102.592,-173.267,120.587
147,0,0.0275862,-0.0382038,0.244336,-102.6,-173.277,120.61
148,0,0.0275131,-0.0377976,0.244377,-102.607,-173.293,120.614
149,0,0.0274982,-0.037299,0.244444,-102.615,-173.312,120.646
150,0,0.0274186,-0.036736,0.244472,-102.62,-173.334,120.68
151,0,0.0236306,-0.0351191,0.248865,-102.83,-173.657,120.664
152,0,0.023136,-0.0370331,0.249271,-102.836,-173.677,120.602
153,0,0.0232877,-0.0374847,0.249475,-102.838,-173.691,120.618
154,0,0.0235852,-0.0375569,0.249396,-102.834,-173.693,120.63
155,0,0.0239823,-0.0386488,0.249202,-102.81,-173.682,120.571
156,0,0.0243952,-0.038513,0.249011,-102.805,-173.677,120.558
157,0,0.0248161,-0.038466,0.250769,-102.715,-173.825,120.547
158,0,0.0250038,-0.0385157,0.250706,-102.709,-173.824,120.559
159,0,0.0252268,-0.0379824,0.250651,-102.714,-173.797,120.602
160,0,0.0254979,-0.0377004,0.25047,-102.716,-173.768,120.648
161,0,0.0259473,-0.0374883,0.250269,-102.717,-173.766,120.698
162,0,0.0264164,-0.03748,0.249913,-102.718,-173.76,120.715
163,0,0.0268385,-0.0374913,0.249792,-102.719,-173.756,120.689
164,0,0.0272714,-0.037412,0.249554,-102.716,-173.753,120.684
165,0,0.0276836,-0.037292,0.249503,-102.713,-173.76,120.693
166,0,0.0278686,-0.0370963,0.249399,-102.704,-173.753,120.713
167,0,0.0280252,-0.0369914,0.249417,-102.707,-173.74,120.727
168,0,0.0247811,-0.0374429,0.249596,-102.746,-173.653,120.553
169,0,0.0248908,-0.0371889,0.249354,-102.758,-173.651,120.577
170,0,0.0252211,-0.0373723,0.24915,-102.755,-173.652,120.579
171,0,0.0255734,-0.0373542,0.248906,-102.772,-173.647,120.572
172,0,0.0257652,-0.0373313,0.248793,-102.768,-173.65,120.584
173,0,0.0257479,-0.0373113,0.248706,-102.769,-173.641,120.575
174,0,0.0256071,-0.0371321,0.248728,-102.769,-173.639,120.578
175,0,0.0255755,-0.0370089,0.248657,-102.758,-173.635,120.575
176,0,0.0257891,-0.0373062,0.248421,-102.763,-173.637,120.576
177,0,0.026058,-0.0371153,0.248222,-102.763,-173.633,120.571
178,0,0.0263211,-0.0369734,0.248018,-102.769,-173.631,120.55
179,0,0.0263506,-0.036946,0.247908,-102.773,-173.633,120.556
180,0,0.0264024,-0.0366784,0.247858,-102.787,-173.642,120.585
181,0,0.0263707,-0.0365946,0.247858,-102.794,-173.641,120.608
182,0,0.0261922,-0.0363985,0.247895,-102.805,-173.637,120.616
183,0,0.0263582,-0.0362397,0.247756,-102.817,-173.642,120.638
184,0,0.0265504,-0.0367216,0.247606,-102.818,-173.655,120.627
185,0,0.0268647,-0.036373,0.247442,-102.826,-173.668,120.599
186,0,0.0270281,-0.0366818,0.247375,-102.824,-173.674,120.553
187,0,0.0270629,-0.036532,0.24729,-102.825,-173.673,120.542
188,0,0.0270111,-0.0364666,0.24726,-102.826,-173.678,120.551
189,0,0.0272145,-0.0348982,0.248919,-102.743,-173.576,120.6
190,0,0.0271905,-0.0349238,0.248974,-102.752,-173.565,120.619
191,0,0.027296,-0.0349565,0.248904,-102.761,-173.56,120.647
192,0,0.027438,-0.0349102,0.248791,-102.771,-173.56,120.644
193,0,0.0276227,-0.0351759,0.248786,-102.783,-173.57,120.619
194,0,0.0276962,-0.0350373,0.248738,-102.79,-173.575,120.592
195,0,0.0277141,-0.0349861,0.24889,-102.786,-173.579,120.568
196,0,0.0276231,-0.0347732,0.248941,-102.777,-173.577,120.564
197,0,0.0275512,-0.034673,0.24899,-102.768,-173.575,120.564
198,0,0.0276441,-0.0348436,0.24893,-102.772,-173.564,120.575
199,0,0.0273309,-0.0399221,0.2496,-102.685,-173.486,120.634
200,0,0.0275257,-0.040102,0.249493,-102.69,-173.484,120.622
201,0,0.0276089,-0.0399222,0.249391,-102.692,-173.474,120.617
202,0,0.0274959,-0.0398924,0.249479,-102.7,-173.48,120.611
203,0,0.0273646,-0.0397066,0.249561,-102.698,-173.485,120.603
204,0,0.0272276,-0.0396707,0.24966,-102.703,-173.469,120.588
205,0,0.0271709,-0.0395012,0.249638,-102.697,-173.465,120.581
206,0,0.0272751,-0.0397211,0.249498,-102.692,-173.463,120.574
207,0,0.0273369,-0.0402277,0.249264,-102.685,-173.466,120.559
208,0,0.0274742,-0.0404867,0.249203,-102.677,-173.46,120.536
209,0,0.0274314,-0.0403068,0.249211,-102.669,-173.457,120.522
210,0,0.0272219,-0.0402043,0.249318,-102.665,-173.465,120.52
211,0,0.0270428,-0.0396332,0.249345,-102.659,-173.458,120.542
212,0,0.0266839,-0.0393765,0.249508,-102.664,-173.447,120.534
213,0,0.0265778,-0.0396278,0.249508,-102.678,-173.438,120.529
214,0,0.0266206,-0.0396263,0.249359,-102.665,-173.447,120.529
215,0,0.0266756,-0.0398448,0.249192,-102.662,-173.458,120.486
216,0,0.0266682,-0.0399643,0.249173,-102.658,-173.459,120.449
217,0,0.0266676,-0.0403346,0.249078,-102.644,-173.465,120.42
218,0,0.026372,-0.0400373,0.249166,-102.633,-173.468,120.429
219,0,0.0260571,-0.0396042,0.249255,-102.622,-173.463,120.434
220,0,0.025708,-0.0394373,0.249382,-102.617,-173.456,120.446
221,0,0.0256643,-0.0396668,0.249267,-102.607,-173.455,120.455
222,0,0.0256909,-0.0399168,0.249234,-102.618,-173.461,120.438
223,0,0.0255786,-0.0399144,0.249171,-102.62,-173.468,120.406
224,0,0.025466,-0.0399973,0.249172,-102.627,-173.476,120.377
225,0,0.025283,-0.0399636,0.249365,-102.622,-173.48,120.343
226,0,0.0248866,-0.0395554,0.249454,-102.605,-173.489,120.338
227,0,0.0244801,-0.0397078,0.249554,-102.597,-173.496,120.335
228,0,0.0243833,-0.0396498,0.249623,-102.58,-173.504,120.347
229,0,0.0270381,-0.0388633,0.247935,-102.593,-173.817,120.674
230,0,0.0268643,-0.0388378,0.247928,-102.588,-173.817,120.657
231,0,0.0267675,-0.0389415,0.248052,-102.581,-173.834,120.642
232,0,0.0265854,-0.0388478,0.248177,-102.58,-173.84,120.619
233,0,0.0262764,-0.0385475,0.248513,-102.581,-173.831,120.605
234,0,0.025811,-0.0383469,0.246734,-102.685,-173.664,120.621
235,0,0.0257823,-0.0380492,0.246799,-102.684,-173.665,120.645
236,0,0.025704,-0.0379252,0.246976,-102.688,-173.66,120.634
237,0,0.025828,-0.038106,0.246968,-102.683,-173.644,120.603
238,0,0.0259149,-0.039596,0.247014,-102.797,-173.63,120.415
239,0,0.0259986,-0.039387,0.247135,-102.786,-173.625,120.401
240,0,0.0248798,-0.0429936,0.245884,-102.812,-173.701,120.434
241,0,0.0245593,-0.0428933,0.245985,-102.808,-173.702,120.428
242,0,0.0244428,-0.0428914,0.24614,-102.807,-173.709,120.427
243,0,0.0243777,-0.0433078,0.246272,-102.808,-173.701,120.421
244,0,0.0244314,-0.0432853,0.246421,-102.809,-173.699,120.403
245,0,0.0244817,-0.0436856,0.246499,-102.813,-173.698,120.384
246,0,0.0246105,-0.0438306,0.246653,-102.825,-173.703,120.401
247,0,0.0245516,-0.0439647,0.246718,-102.825,-173.715,120.407
248,0,0.0243815,-0.0435674,0.246882,-102.838,-173.705,120.416
249,0,0.0241169,-0.0438294,0.24712,-102.832,-173.718,120.403
250,0,0.0242125,-0.0437278,0.247153,-102.822,-173.723,120.409
251,0,0.0243176,-0.043645,0.247357,-102.824,-173.735,120.395
252,0,0.0245329,-0.0436767,0.247303,-102.815,-173.736,120.384
253,0,0.0212456,-0.0420377,0.248356,-102.848,-173.802,120.416
254,0,0.0212208,-0.0418689,0.248595,-102.878,-173.805,120.423
255,0,0.0211765,-0.041297,0.248558,-102.901,-173.773,120.432
256,0,0.0210685,-0.0407905,0.248625,-102.912,-173.748,120.455
257,0,0.0212846,-0.0401062,0.248543,-102.913,-173.727,120.474
258,0,0.0213541,-0.0406535,0.248593,-102.91,-173.722,120.444
259,0,0.0211158,-0.047887,0.24554,-102.759,-173.674,120.301
260,0,0.021516,-0.0478062,0.245599,-102.753,-173.657,120.267
261,0,0.0218105,-0.0475876,0.245629,-102.744,-173.647,120.253
262,0,0.0254192,-0.0476401,0.243355,-102.638,-173.424,120.326
263,0,0.0254507,-0.0470813,0.243661,-102.648,-173.396,120.313
264,0,0.0255039,-0.046821,0.243847,-102.647,-173.38,120.311
265,0,0.021934,-0.046459,0.246451,-102.748,-173.579,120.205
266,0,0.0221998,-0.0459808,0.246582,-102.745,-173.571,120.206
267,0,0.0225104,-0.0457815,0.246698,-102.757,-173.562,120.198
268,0,0.0227939,-0.0457507,0.246769,-102.759,-173.564,120.19
269,0,0.0228586,-0.0456191,0.246838,-102.751,-173.559,120.181
270,0,0.022835,-0.0453225,0.247008,-102.757,-173.554,120.17
271,0,0.0228368,-0.045351,0.247144,-102.75,-173.555,120.152
272,0,0.0230265,-0.0453139,0.24723,-102.743,-173.558,120.141
273,0,0.0232831,-0.0453511,0.247292,-102.74,-173.557,120.132
274,0,0.023582,-0.0455563,0.247334,-102.737,-173.561,120.117
275,0,0.0237703,-0.0458345,0.247317,-102.736,-173.561,120.119
276,0,0.0238194,-0.0457479,0.247454,-102.753,-173.56,120.127
277,0,0.0243105,-0.0400749,0.246787,-102.858,-173.582,120.166
278,0,0.0242015,-0.0401343,0.246823,-102.866,-173.582,120.167
279,0,0.024322,-0.0403166,0.246971,-102.865,-173.586,120.175
280,0,0.0245035,-0.0406468,0.246951,-102.857,-173.587,120.153
281,0,0.0248973,-0.0407653,0.246981,-102.844,-173.605,120.129
282,0,0.0251641,-0.0410816,0.246891,-102.829,-173.611,120.104
283,0,0.0283111,-0.0418596,0.244346,-102.716,-173.421,120.181
284,0,0.0282906,-0.0420533,0.244353,-102.72,-173.412,120.188
285,0,0.0282213,-0.0421574,0.244439,-102.72,-173.411,120.203
286,0,0.0281409,-0.0422787,0.244544,-102.728,-173.397,120.218
287,0,0.0282593,-0.0424249,0.244657,-102.735,-173.388,120.215
288,0,0.0283498,-0.0424678,0.244742,-102.748,-173.387,120.193
289,0,0.0285794,-0.0428149,0.244703,-102.749,-173.402,120.163
290,0,0.0287175,-0.0429881,0.244687,-102.749,-173.412,120.149
291,0,0.0286858,-0.0430951,0.24464,-102.735,-173.422,120.132
292,0,0.0286656,-0.0402023,0.244474,-102.613,-173.398,120.349
293,0,0.0286349,-0.0402883,0.244582,-102.602,-173.394,120.362
294,0,0.0287033,-0.0403927,0.244555,-102.597,-173.401,120.399
295,0,0.0288431,-0.0405673,0.244556,-102.601,-173.396,120.42
296,0,0.028947,-0.0406021,0.244595,-102.61,-173.386,120.408
297,0,0.0290822,-0.040518,0.244525,-102.619,-173.383,120.406
298,0,0.029102,-0.0405292,0.244437,-102.627,-173.391,120.415
299,0,0.0289522,-0.0404613,0.244456,-102.629,-173.387,120.407
300,0,0.0289006,-0.0403094,0.244611,-102.63,-173.387,120.404
301,0,0.0287567,-0.0403325,0.244668,-102.618,-173.392,120.415
302,0,0.0288143,-0.0403124,0.244653,-102.607,-173.397,120.42
303,0,0.0288925,-0.0402807,0.244619,-102.597,-173.39,120.419
304,0,0.0290492,-0.0406387,0.244486,-102.594,-173.394,120.426
305,0,0.0290573,-0.0405208,0.24438,-102.599,-173.399,120.465
306,0,0.0289476,-0.040458,0.244336,-102.605,-173.395,120.477
307,0,0.028726,-0.0404144,0.244339,-102.618,-173.383,120.49
308,0,0.0285212,-0.0403817,0.244323,-102.629,-173.382,120.508
309,0,0.0285104,-0.0405154,0.244338,-102.641,-173.391,120.521
310,0,0.0285013,-0.0403781,0.244271,-102.64,-173.391,120.517
311,0,0.0285668,-0.0406415,0.244258,-102.64,-173.394,120.508
312,0,0.0286689,-0.0406345,0.244187,-102.636,-173.408,120.529
313,0,0.0285113,-0.0407216,0.244034,-102.624,-173.414,120.531
314,0,0.0281454,-0.0406721,0.24399,-102.629,-173.402,120.543
315,0,0.0279921,-0.0407328,0.243909,-102.631,-173.391,120.575
316,0,0.0277944,-0.0407821,0.243833,-102.634,-173.404,120.623
317,0,0.0277102,-0.0408973,0.243855,-102.639,-173.404,120.651
318,0,0.0275735,-0.04099,0.243742,-102.655,-173.414,120.65
319,0,0.0275513,-0.0409243,0.243635,-102.664,-173.435,120.652
320,0,0.0274869,-0.0411658,0.243523,-102.675,-173.445,120.656
321,0,0.027215,-0.0411026,0.243432,-102.675,-173.462,120.668
322,0,0.0269482,-0.04091,0.243401,-102.667,-173.465,120.71
323,0,0.0266255,-0.0411858,0.24328,-102.666,-173.474,120.736
324,0,0.0265593,-0.0413003,0.24323,-102.661,-173.485,120.764
325,0,0.0274163,-0.0360904,0.244445,-102.633,-173.414,120.796
326,0,0.0270172,-0.0362335,0.246649,-102.762,-173.551,120.788
327,0,0.0267539,-0.0379013,0.246974,-102.768,-173.58,120.722
328,0,0.0243287,-0.0370105,0.251693,-102.816,-173.919,120.623
329,0,0.0242325,-0.0371758,0.251873,-102.82,-173.921,120.616
330,0,0.0239361,-0.0378465,0.25174,-102.809,-173.925,120.624
331,0,0.0241398,-0.0377691,0.251548,-102.801,-173.928,120.658
332,0,0.0244003,-0.0375399,0.251384,-102.787,-173.926,120.685
333,0,0.0244993,-0.0377077,0.251204,-102.785,-173.929,120.683
334,0,0.0243505,-0.0394903,0.250695,-102.804,-173.805,120.464
335,0,0.0245147,-0.0392104,0.250518,-102.79,-173.803,120.472
336,0,0.0246288,-0.0390347,0.250395,-102.783,-173.779,120.486
337,0,0.0244644,-0.0387658,0.250362,-102.779,-173.767,120.511
338,0,0.0244689,-0.038603,0.250288,-102.775,-173.758,120.526
339,0,0.0244619,-0.0382529,0.250183,-102.776,-173.742,120.541
340,0,0.0245748,-0.0381421,0.249971,-102.777,-173.739,120.532
341,0,0.0248608,-0.0383664,0.249909,-102.771,-173.742,120.505
342,0,0.0248411,-0.0382525,0.249683,-102.77,-173.74,120.509
343,0,0.0253268,-0.0348413,0.250985,-102.745,-173.675,120.468
344,0,0.0251409,-0.0350752,0.250976,-102.743,-173.671,120.49
345,0,0.0248924,-0.0356195,0.250857,-102.727,-173.672,120.495
346,0,0.0248079,-0.0356483,0.25066,-102.725,-173.684,120.522
347,0,0.0248412,-0.0359123,0.250463,-102.725,-173.674,120.512
348,0,0.0250527,-0.036439,0.250177,-102.716,-173.699,120.5
349,0,0.0250356,-0.036846,0.249935,-102.714,-173.714,120.497
350,0,0.024836,-0.0367586,0.249801,-102.707,-173.724,120.488
351,0,0.0245059,-0.0367263,0.249801,-102.701,-173.72,120.488
352,0,0.0240122,-0.0381516,0.24702,-102.748,-173.396,120.354
353,0,0.0238146,-0.0380909,0.246949,-102.744,-173.403,120.384
354,0,0.0237036,-0.0380837,0.246785,-102.743,-173.41,120.395
355,0,0.0238639,-0.0382211,0.246697,-102.74,-173.432,120.39
356,0,0.0240129,-0.0383322,0.246496,-102.739,-173.446,120.377
357,0,0.0241102,-0.0383153,0.246383,-102.736,-173.461,120.371
358,0,0.0239245,-0.0382343,0.246351,-102.734,-173.473,120.385
359,0,0.0235892,-0.0378193,0.246272,-102.732,-173.48,120.414
360,0,0.0232195,-0.0377576,0.246377,-102.728,-173.481,120.434
361,0,0.0230615,-0.0376118,0.246322,-102.73,-173.482,120.466
362,0,0.023213,-0.0376629,0.246253,-102.728,-173.489,120.472
363,0,0.0234371,-0.0374212,0.246154,-102.735,-173.497,120.48
364,0,0.0235573,-0.0373805,0.246082,-102.74,-173.5,120.459
365,0,0.0234915,-0.0375553,0.246087,-102.749,-173.502,120.432
366,0,0.0232627,-0.0372595,0.24604,-102.747,-173.511,120.441
367,0,0.0230159,-0.0371765,0.246075,-102.746,-173.51,120.454
368,0,0.0228834,-0.0371663,0.246112,-102.736,-173.516,120.465
369,0,0.0228819,-0.0371434,0.246021,-102.726,-173.509,120.459
370,0,0.0230644,-0.0372369,0.245913,-102.719,-173.514,120.445
371,0,0.0228165,-0.0387464,0.245935,-102.824,-173.52,120.283
372,0,0.0229156,-0.0384304,0.245769,-102.832,-173.523,120.292
373,0,0.0227106,-0.0381665,0.2459,-102.846,-173.52,120.283
374,0,0.0224359,-0.0379105,0.245935,-102.856,-173.512,120.299
375,0,0.0223399,-0.0379576,0.245988,-102.864,-173.525,120.314
376,0,0.022396,-0.0377904,0.245845,-102.856,-173.53,120.311
377,0,0.0225986,-0.03801,0.245795,-102.85,-173.532,120.301
378,0,0.0227388,-0.0380161,0.245796,-102.845,-173.546,120.29
379,0,0.0228451,-0.0382505,0.245721,-102.836,-173.553,120.282
380,0,0.0226499,-0.0379768,0.245638,-102.829,-173.555,120.273
381,0,0.0224254,-0.0376147,0.245674,-102.83,-173.533,120.284
382,0,0.022205,-0.0374926,0.245674,-102.833,-173.537,120.308
383,0,0.0222135,-0.0375747,0.245724,-102.842,-173.529,120.328
384,0,0.0222164,-0.0372568,0.245712,-102.845,-173.53,120.318
385,0,0.0222998,-0.0417593,0.246324,-102.767,-173.489,120.336
386,0,0.022434,-0.0419785,0.246305,-102.768,-173.507,120.34
